project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-LGG	4250ac3c-c8b0-46ce-b9c8-7963bc386041	TCGA-E1-A7YM	4ed28804-afce-4754-a89c-95cf3dd24189	TCGA-E1-A7YM-01A	b014177e-84cf-4f07-9b94-7e7e4964192e	TCGA-E1-A7YM-01A-11	1f002649-c48a-4f96-9ac4-07fb0508808a	TCGA-E1-A7YM-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	4250ac3c-c8b0-46ce-b9c8-7963bc386041	TCGA-E1-A7YM	4ed28804-afce-4754-a89c-95cf3dd24189	TCGA-E1-A7YM-01A	b014177e-84cf-4f07-9b94-7e7e4964192e	TCGA-E1-A7YM-01A-11	a127a175-a8e9-486a-af2e-64f327dc4d10	TCGA-E1-A7YM-01A-11R	1.78	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.35	7.3	UV Spec	released	'--
TCGA-LGG	4250ac3c-c8b0-46ce-b9c8-7963bc386041	TCGA-E1-A7YM	4ed28804-afce-4754-a89c-95cf3dd24189	TCGA-E1-A7YM-01A	b014177e-84cf-4f07-9b94-7e7e4964192e	TCGA-E1-A7YM-01A-11	dbc04f0a-8861-4630-8e0d-4dcf23de85e2	TCGA-E1-A7YM-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	4250ac3c-c8b0-46ce-b9c8-7963bc386041	TCGA-E1-A7YM	a9dec3bf-f8a8-412b-aa15-ec3a178c4418	TCGA-E1-A7YM-10A	4eb63f12-8b69-4d7b-baee-0fb9e764452b	TCGA-E1-A7YM-10A-01	bb7320a9-5d25-4164-abc2-0413497db84f	TCGA-E1-A7YM-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	4250ac3c-c8b0-46ce-b9c8-7963bc386041	TCGA-E1-A7YM	a9dec3bf-f8a8-412b-aa15-ec3a178c4418	TCGA-E1-A7YM-10A	4eb63f12-8b69-4d7b-baee-0fb9e764452b	TCGA-E1-A7YM-10A-01	ce70b988-e1a4-4ef5-88a8-b141167f90ea	TCGA-E1-A7YM-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	f9052682-b689-4696-9ab9-3f55976b43ee	TCGA-TM-A84T	6ed37405-f4d1-4dab-b18c-104841dccc22	TCGA-TM-A84T-10A	7ad6bb5b-3d74-4ad1-8d09-dfb3d40a8478	TCGA-TM-A84T-10A-01	55d6c47f-691f-43a1-b64c-02147b348cb1	TCGA-TM-A84T-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	f9052682-b689-4696-9ab9-3f55976b43ee	TCGA-TM-A84T	6ed37405-f4d1-4dab-b18c-104841dccc22	TCGA-TM-A84T-10A	7ad6bb5b-3d74-4ad1-8d09-dfb3d40a8478	TCGA-TM-A84T-10A-01	d06de48e-71d4-42ad-ad7b-7c5c9b087528	TCGA-TM-A84T-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	f9052682-b689-4696-9ab9-3f55976b43ee	TCGA-TM-A84T	b78d1da9-2b99-4fff-ab70-99eb88c8f37e	TCGA-TM-A84T-01A	519c992a-18b7-4af3-95af-94d7e2ed545d	TCGA-TM-A84T-01A-11	2212fded-7d6f-43b5-a860-034a2bd48c88	TCGA-TM-A84T-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	f9052682-b689-4696-9ab9-3f55976b43ee	TCGA-TM-A84T	b78d1da9-2b99-4fff-ab70-99eb88c8f37e	TCGA-TM-A84T-01A	519c992a-18b7-4af3-95af-94d7e2ed545d	TCGA-TM-A84T-01A-11	24640369-f3ff-490e-b4d5-efb184ccdf29	TCGA-TM-A84T-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	f9052682-b689-4696-9ab9-3f55976b43ee	TCGA-TM-A84T	b78d1da9-2b99-4fff-ab70-99eb88c8f37e	TCGA-TM-A84T-01A	519c992a-18b7-4af3-95af-94d7e2ed545d	TCGA-TM-A84T-01A-11	30033c94-40be-49e1-bb3d-4650bd9c42c4	TCGA-TM-A84T-01A-11R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.31	7.3	UV Spec	released	'--
TCGA-LGG	b4f4c9b5-bc50-4f35-a7da-fd011c3b2c02	TCGA-QH-A6CZ	1e73ea08-66ad-4b83-a2c5-048e5f3b7adb	TCGA-QH-A6CZ-01A	87350be4-be22-482d-a3c8-1241cce3b3e7	TCGA-QH-A6CZ-01A-11	0428fbd9-1265-424c-8714-560f4ade46ec	TCGA-QH-A6CZ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	b4f4c9b5-bc50-4f35-a7da-fd011c3b2c02	TCGA-QH-A6CZ	1e73ea08-66ad-4b83-a2c5-048e5f3b7adb	TCGA-QH-A6CZ-01A	87350be4-be22-482d-a3c8-1241cce3b3e7	TCGA-QH-A6CZ-01A-11	171e4995-9aa4-4eee-a847-d4fab02e56b4	TCGA-QH-A6CZ-01A-11R	1.92	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.2	7.1	UV Spec	released	'--
TCGA-LGG	b4f4c9b5-bc50-4f35-a7da-fd011c3b2c02	TCGA-QH-A6CZ	1e73ea08-66ad-4b83-a2c5-048e5f3b7adb	TCGA-QH-A6CZ-01A	87350be4-be22-482d-a3c8-1241cce3b3e7	TCGA-QH-A6CZ-01A-11	f7695994-06f2-4fbd-ba57-fcf3036c1a0f	TCGA-QH-A6CZ-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	b4f4c9b5-bc50-4f35-a7da-fd011c3b2c02	TCGA-QH-A6CZ	984e2783-2a4f-47ac-b54e-8594f3484477	TCGA-QH-A6CZ-10B	fab817e7-818e-4414-90e2-7dda3e493b36	TCGA-QH-A6CZ-10B-01	1c3d6948-7f86-41e4-955e-3aa1fb4e95fa	TCGA-QH-A6CZ-10B-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	b4f4c9b5-bc50-4f35-a7da-fd011c3b2c02	TCGA-QH-A6CZ	984e2783-2a4f-47ac-b54e-8594f3484477	TCGA-QH-A6CZ-10B	fab817e7-818e-4414-90e2-7dda3e493b36	TCGA-QH-A6CZ-10B-01	8eaca7fa-4081-41ae-a059-11c3177a700c	TCGA-QH-A6CZ-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	10d1f621-2c21-48bb-a8fe-893b4cf13b98	TCGA-DU-7299-01A-21R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.61	8.6	UV Spec	released	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	cf1c5641-d0c3-4e21-899f-5e5b394b288e	TCGA-DU-7299-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	d8258504-f8c5-4e6d-8cd7-1a6e5d5a5446	TCGA-DU-7299-01A-21D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	f4843b8e-878b-44fa-bee0-800799c3cf34	TCGA-DU-7299-10A	39d9e714-c26f-4851-9c00-53c686886544	TCGA-DU-7299-10A-01	5526f682-dc9e-4e6d-8659-7c8e36a61272	TCGA-DU-7299-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	f4843b8e-878b-44fa-bee0-800799c3cf34	TCGA-DU-7299-10A	39d9e714-c26f-4851-9c00-53c686886544	TCGA-DU-7299-10A-01	78ce9b65-8186-4a65-ac12-2dd928654b2f	TCGA-DU-7299-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	ae61a71e-53a1-4884-a4a6-729744d1c309	TCGA-DB-A4XA	7aa03e23-b8bc-4716-aef9-70ec20057bcf	TCGA-DB-A4XA-01A	0dacfc93-2416-4685-a373-e9ac7f3a467c	TCGA-DB-A4XA-01A-11	30713a5b-5ad1-4967-898b-178f4e35e751	TCGA-DB-A4XA-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	ae61a71e-53a1-4884-a4a6-729744d1c309	TCGA-DB-A4XA	7aa03e23-b8bc-4716-aef9-70ec20057bcf	TCGA-DB-A4XA-01A	0dacfc93-2416-4685-a373-e9ac7f3a467c	TCGA-DB-A4XA-01A-11	4870a383-4812-417f-a4c2-87313a88d88b	TCGA-DB-A4XA-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	ae61a71e-53a1-4884-a4a6-729744d1c309	TCGA-DB-A4XA	7aa03e23-b8bc-4716-aef9-70ec20057bcf	TCGA-DB-A4XA-01A	0dacfc93-2416-4685-a373-e9ac7f3a467c	TCGA-DB-A4XA-01A-11	631a50ec-3882-4bb8-9498-82fb382d0396	TCGA-DB-A4XA-01A-11R	1.88	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.65	8.5	UV Spec	released	'--
TCGA-LGG	ae61a71e-53a1-4884-a4a6-729744d1c309	TCGA-DB-A4XA	d3d3dd13-202b-458a-a3be-b3ff04717281	TCGA-DB-A4XA-10A	6f92e21e-9b76-4434-9df4-078ef3e88f5f	TCGA-DB-A4XA-10A-01	9a2aa975-80c6-4de6-ab1e-e1c4806e77b6	TCGA-DB-A4XA-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	ae61a71e-53a1-4884-a4a6-729744d1c309	TCGA-DB-A4XA	d3d3dd13-202b-458a-a3be-b3ff04717281	TCGA-DB-A4XA-10A	6f92e21e-9b76-4434-9df4-078ef3e88f5f	TCGA-DB-A4XA-10A-01	ebf8fc7d-5e31-45bf-9039-004cde1c83ca	TCGA-DB-A4XA-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	3b68b6ff-7efb-4d53-8bd8-c76cd68ab7c0	TCGA-TM-A84F	32cbf4f3-834c-4622-af4b-775344b7452f	TCGA-TM-A84F-01A	ba2b0750-c02e-47f2-85db-e52412b89d78	TCGA-TM-A84F-01A-11	8f021f7a-405b-4671-9436-2eb1ca25b67f	TCGA-TM-A84F-01A-11R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.22	7.7	UV Spec	released	'--
TCGA-LGG	3b68b6ff-7efb-4d53-8bd8-c76cd68ab7c0	TCGA-TM-A84F	32cbf4f3-834c-4622-af4b-775344b7452f	TCGA-TM-A84F-01A	ba2b0750-c02e-47f2-85db-e52412b89d78	TCGA-TM-A84F-01A-11	9ce49929-8fd2-4146-9efd-e83d6e973b4a	TCGA-TM-A84F-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	3b68b6ff-7efb-4d53-8bd8-c76cd68ab7c0	TCGA-TM-A84F	32cbf4f3-834c-4622-af4b-775344b7452f	TCGA-TM-A84F-01A	ba2b0750-c02e-47f2-85db-e52412b89d78	TCGA-TM-A84F-01A-11	9e87f42c-f54f-4587-a3ab-904ef7376707	TCGA-TM-A84F-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	3b68b6ff-7efb-4d53-8bd8-c76cd68ab7c0	TCGA-TM-A84F	3c11fff8-23e5-4cea-9240-e90042bf59a0	TCGA-TM-A84F-10A	89876838-37cf-4be6-907f-2a2d2e131081	TCGA-TM-A84F-10A-01	b62f1553-0ab8-4bc9-a7cd-7c3ec4455a0e	TCGA-TM-A84F-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	3b68b6ff-7efb-4d53-8bd8-c76cd68ab7c0	TCGA-TM-A84F	3c11fff8-23e5-4cea-9240-e90042bf59a0	TCGA-TM-A84F-10A	89876838-37cf-4be6-907f-2a2d2e131081	TCGA-TM-A84F-10A-01	fad5a383-592f-4158-834a-7b8516b2e9c4	TCGA-TM-A84F-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	d766c3af-f0b3-4791-a754-d6546d370f8f	TCGA-HT-8105	13961f18-7844-487b-b632-1ed051ed6673	TCGA-HT-8105-01A	ad38cd0b-5704-4695-8075-e5e337de8cbb	TCGA-HT-8105-01A-11	3fc2c74c-c9b0-4e82-97bb-4afe1a990742	TCGA-HT-8105-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	d766c3af-f0b3-4791-a754-d6546d370f8f	TCGA-HT-8105	13961f18-7844-487b-b632-1ed051ed6673	TCGA-HT-8105-01A	ad38cd0b-5704-4695-8075-e5e337de8cbb	TCGA-HT-8105-01A-11	a5fd8ff6-c81d-4c90-a169-03d89539566c	TCGA-HT-8105-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.39	8.3	UV Spec	released	'--
TCGA-LGG	d766c3af-f0b3-4791-a754-d6546d370f8f	TCGA-HT-8105	13961f18-7844-487b-b632-1ed051ed6673	TCGA-HT-8105-01A	ad38cd0b-5704-4695-8075-e5e337de8cbb	TCGA-HT-8105-01A-11	e1c58f91-ec70-4543-a45e-f568c5993669	TCGA-HT-8105-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	d766c3af-f0b3-4791-a754-d6546d370f8f	TCGA-HT-8105	b4579ae1-2c0b-4bff-baa4-ffb5e7c3c1a4	TCGA-HT-8105-10A	6329cb4b-46f2-486d-914e-97967c5d3c8e	TCGA-HT-8105-10A-01	94ee050b-69be-422a-bc95-cec676e445f8	TCGA-HT-8105-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	d766c3af-f0b3-4791-a754-d6546d370f8f	TCGA-HT-8105	b4579ae1-2c0b-4bff-baa4-ffb5e7c3c1a4	TCGA-HT-8105-10A	6329cb4b-46f2-486d-914e-97967c5d3c8e	TCGA-HT-8105-10A-01	f2ec1a3e-4716-4ec9-ad91-c6800b670e8e	TCGA-HT-8105-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	274496d6-0a9b-45ca-876f-b91f7277963c	TCGA-HT-A4DV	4c90bf3b-f558-450d-af29-0b5b454b95d5	TCGA-HT-A4DV-01A	b44742b0-4f59-43e6-b7cb-e3530e1e6b9e	TCGA-HT-A4DV-01A-11	110ddfa0-59a2-48d9-ae97-4715e44beef6	TCGA-HT-A4DV-01A-11R	1.86	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.49	8.1	UV Spec	released	'--
TCGA-LGG	274496d6-0a9b-45ca-876f-b91f7277963c	TCGA-HT-A4DV	4c90bf3b-f558-450d-af29-0b5b454b95d5	TCGA-HT-A4DV-01A	b44742b0-4f59-43e6-b7cb-e3530e1e6b9e	TCGA-HT-A4DV-01A-11	3f3eabed-d404-46ad-8802-592e9088b15d	TCGA-HT-A4DV-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	274496d6-0a9b-45ca-876f-b91f7277963c	TCGA-HT-A4DV	4c90bf3b-f558-450d-af29-0b5b454b95d5	TCGA-HT-A4DV-01A	b44742b0-4f59-43e6-b7cb-e3530e1e6b9e	TCGA-HT-A4DV-01A-11	49f167bd-ca5a-4488-b04a-b81502398f9b	TCGA-HT-A4DV-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	274496d6-0a9b-45ca-876f-b91f7277963c	TCGA-HT-A4DV	733eb7e1-e7a9-4b8c-99e1-8292cca69567	TCGA-HT-A4DV-10A	aa5fdd4b-1e49-478a-9867-7923f5bd8b8a	TCGA-HT-A4DV-10A-01	6b732f2a-460c-4c07-908d-cdb89356724c	TCGA-HT-A4DV-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	274496d6-0a9b-45ca-876f-b91f7277963c	TCGA-HT-A4DV	733eb7e1-e7a9-4b8c-99e1-8292cca69567	TCGA-HT-A4DV-10A	aa5fdd4b-1e49-478a-9867-7923f5bd8b8a	TCGA-HT-A4DV-10A-01	f607c449-f6ba-433b-90a5-17954642d73b	TCGA-HT-A4DV-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	141f0546-f6f2-408f-ac86-07ca4aadf3d0	TCGA-P5-A72Z	61120406-360d-4049-b120-ba2199c9dd14	TCGA-P5-A72Z-10A	83f92966-643d-4eca-83a8-dee979698b46	TCGA-P5-A72Z-10A-01	c3d9e849-56c5-481a-aea3-a82d527ed082	TCGA-P5-A72Z-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	141f0546-f6f2-408f-ac86-07ca4aadf3d0	TCGA-P5-A72Z	61120406-360d-4049-b120-ba2199c9dd14	TCGA-P5-A72Z-10A	83f92966-643d-4eca-83a8-dee979698b46	TCGA-P5-A72Z-10A-01	f444ad41-6204-428f-8657-742d4d08339a	TCGA-P5-A72Z-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	141f0546-f6f2-408f-ac86-07ca4aadf3d0	TCGA-P5-A72Z	f9e4f7aa-3333-4fa0-bf63-80f361b80a7a	TCGA-P5-A72Z-01A	c68deb71-7cc0-4c60-870f-f3f93c14a716	TCGA-P5-A72Z-01A-11	2789a659-4bf8-478f-8b0c-17902c180564	TCGA-P5-A72Z-01A-11R	1.86	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.65	8.9	UV Spec	released	'--
TCGA-LGG	141f0546-f6f2-408f-ac86-07ca4aadf3d0	TCGA-P5-A72Z	f9e4f7aa-3333-4fa0-bf63-80f361b80a7a	TCGA-P5-A72Z-01A	c68deb71-7cc0-4c60-870f-f3f93c14a716	TCGA-P5-A72Z-01A-11	31d3f364-5ecf-493e-8b20-bb88089ab0c7	TCGA-P5-A72Z-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	141f0546-f6f2-408f-ac86-07ca4aadf3d0	TCGA-P5-A72Z	f9e4f7aa-3333-4fa0-bf63-80f361b80a7a	TCGA-P5-A72Z-01A	c68deb71-7cc0-4c60-870f-f3f93c14a716	TCGA-P5-A72Z-01A-11	7f3926c1-27c2-4a75-a937-e1a7e3100953	TCGA-P5-A72Z-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	77472095-030d-4679-921d-8e8e217956c5	TCGA-KT-A7W1	0522df91-e6fd-4c19-9c80-aff545653e7d	TCGA-KT-A7W1-10A	8e382b02-ec88-4099-a60e-3b02f7d749be	TCGA-KT-A7W1-10A-01	04201f71-e54a-40d4-bd3a-7cda1b4214a0	TCGA-KT-A7W1-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	77472095-030d-4679-921d-8e8e217956c5	TCGA-KT-A7W1	0522df91-e6fd-4c19-9c80-aff545653e7d	TCGA-KT-A7W1-10A	8e382b02-ec88-4099-a60e-3b02f7d749be	TCGA-KT-A7W1-10A-01	546b84e7-b954-4f89-80f5-3d7b19a601b9	TCGA-KT-A7W1-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	77472095-030d-4679-921d-8e8e217956c5	TCGA-KT-A7W1	dc4e12b5-1826-4be2-8457-4674b6979279	TCGA-KT-A7W1-01A	6b2fa127-6aa4-416e-9244-4d70ff12b07c	TCGA-KT-A7W1-01A-11	2c37bb3f-d920-48ff-aae8-7daf36284169	TCGA-KT-A7W1-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	77472095-030d-4679-921d-8e8e217956c5	TCGA-KT-A7W1	dc4e12b5-1826-4be2-8457-4674b6979279	TCGA-KT-A7W1-01A	6b2fa127-6aa4-416e-9244-4d70ff12b07c	TCGA-KT-A7W1-01A-11	6aa227fe-8030-41f1-af41-a36441b75c00	TCGA-KT-A7W1-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	77472095-030d-4679-921d-8e8e217956c5	TCGA-KT-A7W1	dc4e12b5-1826-4be2-8457-4674b6979279	TCGA-KT-A7W1-01A	6b2fa127-6aa4-416e-9244-4d70ff12b07c	TCGA-KT-A7W1-01A-11	9fbe35a0-8693-4d62-b905-cd18a5c5f409	TCGA-KT-A7W1-01A-11R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.71	9.1	UV Spec	released	'--
TCGA-LGG	bc6fbb3c-870d-40b5-983b-7c88705e020d	TCGA-E1-A7YJ	86ad9016-851c-4d15-b3f8-297a4bd811f9	TCGA-E1-A7YJ-10A	24c8b321-48be-482e-889c-f18d46a12946	TCGA-E1-A7YJ-10A-01	1a912c0d-b4c4-40da-a85a-f7efb065f700	TCGA-E1-A7YJ-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	bc6fbb3c-870d-40b5-983b-7c88705e020d	TCGA-E1-A7YJ	86ad9016-851c-4d15-b3f8-297a4bd811f9	TCGA-E1-A7YJ-10A	24c8b321-48be-482e-889c-f18d46a12946	TCGA-E1-A7YJ-10A-01	3d482cdb-7e98-44a3-ad9f-cbb0402b3ade	TCGA-E1-A7YJ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	bc6fbb3c-870d-40b5-983b-7c88705e020d	TCGA-E1-A7YJ	d2685f3c-f6d5-4ad1-a115-db2187c2f005	TCGA-E1-A7YJ-01A	ccc257ce-30ff-4a46-8789-21764b223e65	TCGA-E1-A7YJ-01A-11	9f5e3b0f-55e4-4520-8d84-c82f84ca9ae6	TCGA-E1-A7YJ-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	bc6fbb3c-870d-40b5-983b-7c88705e020d	TCGA-E1-A7YJ	d2685f3c-f6d5-4ad1-a115-db2187c2f005	TCGA-E1-A7YJ-01A	ccc257ce-30ff-4a46-8789-21764b223e65	TCGA-E1-A7YJ-01A-11	ab0e55e9-6498-4077-bf9c-f7510f12e411	TCGA-E1-A7YJ-01A-11R	1.86	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.63	8.5	UV Spec	released	'--
TCGA-LGG	bc6fbb3c-870d-40b5-983b-7c88705e020d	TCGA-E1-A7YJ	d2685f3c-f6d5-4ad1-a115-db2187c2f005	TCGA-E1-A7YJ-01A	ccc257ce-30ff-4a46-8789-21764b223e65	TCGA-E1-A7YJ-01A-11	f998d9cf-3118-4ad6-82b0-96b1c1d6da96	TCGA-E1-A7YJ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	6705ec73-a74a-4dd3-bd69-ce19a5423cf4	TCGA-DU-6406-10A	6c39f93a-cf3e-407c-bf81-11babf54ac0b	TCGA-DU-6406-10A-01	45641e28-7c4c-496b-a4aa-feb5fe96d90d	TCGA-DU-6406-10A-01D	1.7	'--	'--	DNA	D	'--	0.13	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	2312a58c-0948-4675-98dc-c8c5a421d9d2	TCGA-DU-6406-01A-11R	1.8	'--	'--	RNA	R	'--	0.13	mirVana (Allprep DNA) RNA	Yes	1.58	9.5	UV Spec	released	'--
